chamber,name,district,party,county,email,ga_num,start_date,end_date,link,person_id
Senate,Brad Zaun,20,Republican,Polk,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=788,788
Senate,Matt McCoy,21,Democrat,Polk,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=134,134
Senate,Charles Schneider,22,Republican,Dallas,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=10829,10829
Senate,Herman C. Quirmbach,23,Democrat,Story,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=161,161
Senate,Jerry Behn,24,Republican,Boone,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=140,140
Senate,Bill Dix,25,Republican,Butler,NA,87,2017-01-09,2018-03-12,/legislators/legislator?ga=87&personID=22,22
Senate,Annette Sweeney,25,Republican,Hardin,NA,87,2018-03-13,2019-01-13,/legislators/legislator?ga=87&personID=6585,6585
Senate,Waylon Brown,26,Republican,Mitchell,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=18074,18074
Senate,Amanda Ragan,27,Democrat,Cerro Gordo,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=110,110
Senate,Michael Breitbach,28,Republican,Clayton,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=10730,10730
Senate,Tod R. Bowman,29,Democrat,Jackson,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=9665,9665
Senate,Jeff Danielson,30,Democrat,Black Hawk,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=785,785
Senate,William A. Dotzler Jr.,31,Democrat,Black Hawk,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=157,157
Senate,Craig Johnson,32,Republican,Buchanan,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=18075,18075
Senate,Robert Hogg,33,Democrat,Linn,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=6257,6257
Senate,Liz Mathis,34,Democrat,Linn,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=10318,10318
Senate,Wally E. Horn,35,Democrat,Linn,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=127,127
Senate,Jeff Edler,36,Republican,Marshall,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=18076,18076
Senate,Robert E. Dvorsky,37,Democrat,Johnson,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=125,125
Senate,Tim L. Kapucian,38,Republican,Benton,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=6567,6567
Senate,Kevin Kinney,39,Democrat,Johnson,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=14817,14817
Senate,Ken Rozenboom,40,Republican,Mahaska,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=10731,10731
Senate,Mark Chelgren,41,Republican,Wapello,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=9664,9664
Senate,Rich Taylor,42,Democrat,Henry,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=10735,10735
Senate,Joe Bolkcom,43,Democrat,Johnson,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=123,123
Senate,Thomas A. Greene,44,Republican,Des Moines,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=18077,18077
Senate,Jim Lykam,45,Democrat,Scott,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=246,246
Senate,Mark S. Lofgren,46,Republican,Muscatine,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=9406,9406
Senate,Roby Smith,47,Republican,Scott,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=9386,9386
Senate,Dan Zumbach,48,Republican,Delaware,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=10733,10733
Senate,Rita Hart,49,Democrat,Clinton,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=10734,10734
Senate,Pam Jochum,50,Democrat,Dubuque,NA,87,2017-01-09,2019-01-13,/legislators/legislator?ga=87&personID=35,35
Senate,David Johnson,1,No Party Specified,Osceola,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=155,155
Senate,Randy Feenstra,2,Republican,Sioux,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6565,6565
Senate,Bill Anderson,3,Republican,Woodbury,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9385,9385
Senate,Dennis Guth,4,Republican,Hancock,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10726,10726
Senate,Tim Kraayenbrink,5,Republican,Webster,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14812,14812
Senate,Mark Segebart,6,Republican,Crawford,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10727,10727
Senate,Rick Bertrand,7,Republican,Woodbury,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9383,9383
Senate,Michael E. Gronstal,8,Democrat,Pottawattamie,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=142,142
Senate,Jason Schultz,9,Republican,Crawford,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6588,6588
Senate,Jake Chapman,10,Republican,Dallas,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10728,10728
Senate,Tom Shipley,11,Republican,Adams,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14814,14814
Senate,Mark Costello,12,Republican,Mills,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10749,10749
Senate,Julian B. Garrett,13,Republican,Warren,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9404,9404
Senate,Amy Sinclair,14,Republican,Wayne,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10729,10729
Senate,Chaz Allen,15,Democrat,Jasper,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14815,14815
Senate,Dick L. Dearden,16,Democrat,Polk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=135,135
Senate,Tony Bisignano,17,Democrat,Polk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=906,906
Senate,Janet Petersen,18,Democrat,Polk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=72,72
Senate,Jack Whitver,19,Republican,Polk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9768,9768
Senate,Brad Zaun,20,Republican,Polk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=788,788
Senate,Matt McCoy,21,Democrat,Polk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=134,134
Senate,Charles Schneider,22,Republican,Dallas,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10829,10829
Senate,Herman C. Quirmbach,23,Democrat,Story,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=161,161
Senate,Jerry Behn,24,Republican,Boone,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=140,140
Senate,Bill Dix,25,Republican,Butler,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=22,22
Senate,Mary Jo Wilhelm,26,Democrat,Howard,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6570,6570
Senate,Amanda Ragan,27,Democrat,Cerro Gordo,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=110,110
Senate,Michael Breitbach,28,Republican,Clayton,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10730,10730
Senate,Tod R. Bowman,29,Democrat,Jackson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9665,9665
Senate,Jeff Danielson,30,Democrat,Black Hawk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=785,785
Senate,William A. Dotzler Jr.,31,Democrat,Black Hawk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=157,157
Senate,Brian Schoenjahn,32,Democrat,Fayette,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=786,786
Senate,Robert Hogg,33,Democrat,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6257,6257
Senate,Liz Mathis,34,Democrat,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10318,10318
Senate,Wally E. Horn,35,Democrat,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=127,127
Senate,Steven J. Sodders,36,Democrat,Marshall,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6568,6568
Senate,Robert E. Dvorsky,37,Democrat,Johnson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=125,125
Senate,Tim L. Kapucian,38,Republican,Benton,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6567,6567
Senate,Kevin Kinney,39,Democrat,Johnson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14817,14817
Senate,Ken Rozenboom,40,Republican,Mahaska,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10731,10731
Senate,Mark Chelgren,41,Republican,Wapello,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9664,9664
Senate,Rich Taylor,42,Democrat,Henry,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10735,10735
Senate,Joe Bolkcom,43,Democrat,Johnson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=123,123
Senate,Thomas G. Courtney,44,Democrat,Des Moines,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=282,282
Senate,Dr. Joe M. Seng,45,Democrat,Scott,NA,86,2015-01-12,2016-09-16,/legislators/legislator?ga=86&personID=164,164
Senate,Chris Brase,46,Democrat,Muscatine,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10732,10732
Senate,Roby Smith,47,Republican,Scott,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9386,9386
Senate,Dan Zumbach,48,Republican,Delaware,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10733,10733
Senate,Rita Hart,49,Democrat,Clinton,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10734,10734
Senate,Pam Jochum,50,Democrat,Dubuque,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=35,35
Senate,David Johnson,1,Republican,Osceola,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=155,155
Senate,Randy Feenstra,2,Republican,Sioux,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6565,6565
Senate,Bill Anderson,3,Republican,Woodbury,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9385,9385
Senate,Dennis Guth,4,Republican,Hancock,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10726,10726
Senate,Daryl Beall,5,Democrat,Webster,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=273,273
Senate,Mark Segebart,6,Republican,Crawford,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10727,10727
Senate,Rick Bertrand,7,Republican,Woodbury,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9383,9383
Senate,Michael E. Gronstal,8,Democrat,Pottawattamie,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=142,142
Senate,Nancy J. Boettger,9,Republican,Shelby,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=141,141
Senate,Jake Chapman,10,Republican,Dallas,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10728,10728
Senate,Hubert Houser,11,Republican,Pottawattamie,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=143,143
Senate,Joni K. Ernst,12,Republican,Montgomery,NA,85,2013-01-14,2014-11-28,/legislators/legislator?ga=85&personID=9761,9761
Senate,Kent Sorenson,13,Republican,Warren,NA,85,2013-01-14,2013-10-02,/legislators/legislator?ga=85&personID=6581,6581
Senate,Julian B. Garrett,13,Republican,Warren,NA,85,2013-10-03,2015-01-11,/legislators/legislator?ga=85&personID=9404,9404
Senate,Amy Sinclair,14,Republican,Wayne,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10729,10729
Senate,Dennis H. Black,15,Democrat,Jasper,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=129,129
Senate,Dick L. Dearden,16,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=135,135
Senate,Jack Hatch,17,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=162,162
Senate,Janet Petersen,18,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=72,72
Senate,Jack Whitver,19,Republican,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9768,9768
Senate,Brad Zaun,20,Republican,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=788,788
Senate,Matt McCoy,21,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=134,134
Senate,Charles Schneider,22,Republican,Dallas,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10829,10829
Senate,Herman C. Quirmbach,23,Democrat,Story,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=161,161
Senate,Jerry Behn,24,Republican,Boone,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=140,140
Senate,Bill Dix,25,Republican,Butler,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=22,22
Senate,Mary Jo Wilhelm,26,Democrat,Howard,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6570,6570
Senate,Amanda Ragan,27,Democrat,Cerro Gordo,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=110,110
Senate,Michael Breitbach,28,Republican,Clayton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10730,10730
Senate,Tod Bowman,29,Democrat,Jackson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9665,9665
Senate,Jeff Danielson,30,Democrat,Black Hawk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=785,785
Senate,William A. Dotzler Jr.,31,Democrat,Black Hawk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=157,157
Senate,Brian Schoenjahn,32,Democrat,Fayette,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=786,786
Senate,Robert Hogg,33,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6257,6257
Senate,Liz Mathis,34,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10318,10318
Senate,Wally E. Horn,35,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=127,127
Senate,Steven J. Sodders,36,Democrat,Marshall,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6568,6568
Senate,Robert E. Dvorsky,37,Democrat,Johnson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=125,125
Senate,Tim L. Kapucian,38,Republican,Benton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6567,6567
Senate,Sandra H. Greiner,39,Republican,Washington,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=251,251
Senate,Ken Rozenboom,40,Republican,Mahaska,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10731,10731
Senate,Mark Chelgren,41,Republican,Wapello,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9664,9664
Senate,Rich Taylor,42,Democrat,Henry,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10735,10735
Senate,Joe Bolkcom,43,Democrat,Johnson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=123,123
Senate,Thomas G. Courtney,44,Democrat,Des Moines,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=282,282
Senate,Joe M. Seng,45,Democrat,Scott,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=164,164
Senate,Chris Brase,46,Democrat,Muscatine,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10732,10732
Senate,Roby Smith,47,Republican,Scott,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9386,9386
Senate,Dan Zumbach,48,Republican,Delaware,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10733,10733
Senate,Rita Hart,49,Democrat,Clinton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10734,10734
Senate,Pam Jochum,50,Democrat,Dubuque,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=35,35
Senate,Rick Bertrand,1,Republican,Woodbury,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9383,9383
Senate,Randy Feenstra,2,Republican,Sioux,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6565,6565
Senate,David Johnson,3,Republican,Osceola,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=155,155
Senate,John P. (Jack) Kibbie,4,Democrat,Palo Alto,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=104,104
Senate,Robert Bacon,5,Republican,Story,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9384,9384
Senate,Merlin Bartz,6,Republican,Worth,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6566,6566
Senate,Amanda Ragan,7,Democrat,Cerro Gordo,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=110,110
Senate,Mary Jo Wilhelm,8,Democrat,Howard,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6570,6570
Senate,Bill Dix,9,Republican,Butler,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=22,22
Senate,Jeff Danielson,10,Democrat,Black Hawk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=785,785
Senate,William A. Dotzler Jr.,11,Democrat,Black Hawk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=157,157
Senate,Brian Schoenjahn,12,Democrat,Fayette,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=786,786
Senate,Tod Bowman,13,Democrat,Jackson,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9665,9665
Senate,Pam Jochum,14,Democrat,Dubuque,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=35,35
Senate,Robert E. Dvorsky,15,Democrat,Johnson,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=125,125
Senate,Tom Hancock,16,Democrat,Dubuque,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=787,787
Senate,Wally E. Horn,17,Democrat,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=127,127
Senate,Swati A. Dandekar,18,Democrat,Linn,NA,84,2011-01-10,2011-09-16,/legislators/legislator?ga=84&personID=200,200
Senate,Liz Mathis,18,Democrat,Linn,NA,84,2011-09-17,2013-01-13,/legislators/legislator?ga=84&personID=10318,10318
Senate,Robert M. Hogg,19,Democrat,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6257,6257
Senate,Tim L. Kapucian,20,Republican,Benton,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6567,6567
Senate,Dennis Black,21,Democrat,Jasper,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=129,129
Senate,Steven J. Sodders,22,Democrat,Marshall,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6568,6568
Senate,Herman Quirmbach,23,Democrat,Story,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=161,161
Senate,Jerry Behn,24,Republican,Boone,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=140,140
Senate,Daryl Beall,25,Democrat,Webster,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=273,273
Senate,Steve Kettering,26,Republican,Sac,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=315,315
Senate,Bill Anderson,27,Republican,Woodbury,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9385,9385
Senate,James A. Seymour,28,Republican,Harrison,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=278,278
Senate,Nancy J. Boettger,29,Republican,Shelby,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=141,141
Senate,Matt W. McCoy,31,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=134,134
Senate,Brad Zaun,32,Republican,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=788,788
Senate,Jack Hatch,33,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=162,162
Senate,Dick L. Dearden,34,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=135,135
Senate,Jack Whitver,35,Republican,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9768,9768
Senate,Paul McKinley,36,Republican,Lucas,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=146,146
Senate,Kent Sorenson,37,Republican,Warren,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6581,6581
Senate,Tom Rielly,38,Democrat,Mahaska,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=789,789
Senate,Joe Bolkcom,39,Democrat,Johnson,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=123,123
Senate,James F. Hahn,40,Republican,Muscatine,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=790,790
Senate,Roby Smith,41,Republican,Scott,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9386,9386
Senate,Shawn Hamerlinck,42,Republican,Scott,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6571,6571
Senate,Joseph Seng,43,Democrat,Scott,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=164,164
Senate,Thomas G. Courtney,44,Democrat,Des Moines,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=282,282
Senate,Sandra Greiner,45,Republican,Washington,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=251,251
Senate,Gene Fraise,46,Democrat,Lee,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=150,150
Senate,Mark Chelgren,47,Republican,Wapello,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9664,9664
Senate,Joni Ernst,48,Republican,Montgomery,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9761,9761
Senate,Hubert Houser,49,Republican,Pottawattamie,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=143,143
Senate,Michael E. Gronstal,50,Democrat,Pottawattamie,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=142,142
Senate,Steven H. Warnstadt,1,Democrat,Woodbury,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=154,154
Senate,Randy Feenstra,2,Republican,Sioux,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6565,6565
Senate,David Johnson,3,Republican,Osceola,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=155,155
Senate,John P. (Jack) Kibbie,4,Democrat,Palo Alto,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=104,104
Senate,Rich Olive,5,Democrat,Story,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6255,6255
Senate,Merlin E. Bartz,6,Republican,Worth,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6566,6566
Senate,Amanda Ragan,7,Democrat,Cerro Gordo,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=110,110
Senate,Mary Jo Wilhelm,8,Democrat,Howard,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6570,6570
Senate,William M. Heckroth,9,Democrat,Bremer,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6256,6256
Senate,Jeff Danielson,10,Democrat,Black Hawk,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=785,785
Senate,William A. Dotzler Jr.,11,Democrat,Black Hawk,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=157,157
Senate,Brian Schoenjahn,12,Democrat,Fayette,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=786,786
Senate,Roger Stewart,13,Democrat,Jackson,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=267,267
Senate,Pam Jochum,14,Democrat,Dubuque,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=35,35
Senate,Robert E. Dvorsky,15,Democrat,Johnson,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=125,125
Senate,Tom Hancock,16,Democrat,Dubuque,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=787,787
Senate,Wally E. Horn,17,Democrat,Linn,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=127,127
Senate,Swati A. Dandekar,18,Democrat,Linn,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=200,200
Senate,Robert M. Hogg,19,Democrat,Linn,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6257,6257
Senate,Tim L. Kapucian,20,Republican,Benton,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6567,6567
Senate,Dennis Black,21,Democrat,Jasper,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=129,129
Senate,Steven J. Sodders,22,Democrat,Marshall,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=6568,6568
Senate,Herman Quirmbach,23,Democrat,Story,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=161,161
Senate,Jerry Behn,24,Republican,Boone,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=140,140
Senate,Daryl Beall,25,Democrat,Webster,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=273,273
Senate,Steve Kettering,26,Republican,Sac,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=315,315
Senate,Ron Wieck,27,Republican,Woodbury,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=276,276
Senate,James A. Seymour,28,Republican,Harrison,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=278,278
Senate,Nancy J. Boettger,29,Republican,Shelby,NA,83,2009-01-12,2011-01-09,/legislators/legislator?ga=83&personID=141,141
